time,pos,vel,error,output
4.84,23.266470810372034,1.9807448124031917,0.7731440858760301,10.0
4.86,23.302734949110146,1.813206936905515,0.7335291896279656,-10.0
4.88,23.33572874851854,1.6496899704197827,0.6972650508898539,-10.0
4.9,23.370330696741135,1.7300974111297078,0.664271251481459,10.0
4.92,23.401702198206387,1.5685750732625947,0.6296693032588649,-10.0
4.94,23.429920783636472,1.4109292715042925,0.5982978017936134,-10.0
4.96,23.459862123016237,1.4970669689881895,0.5700792163635278,10.0
4.98,23.486684870250887,1.3411373617324729,0.5401378769837635,-10.0
5.0,23.510463871551906,1.1889500650508935,0.5133151297491132,-10.0
5.02,23.536072176821698,1.2804152634896722,0.48953612844809413,10.0
5.04,23.558665882765016,1.1296852971659201,0.4639278231783024,-10.0
5.06,23.578317339765697,0.982572850033938,0.44133411723498384,-10.0
5.08,23.59989716179836,1.0789911016331235,0.42168266023430334,10.0
5.1,23.61855906810224,0.9330953151939285,0.40010283820164005,-10.0
5.12,23.639173088654825,1.0307010276292743,0.3814409318977603,10.0
5.14,23.65689237271415,0.8859642029661717,0.36082691134517475,-10.0
5.16,23.67178639395605,0.7447010620949837,0.34310762728584976,-10.0
5.18,23.688722958688146,0.8468282366047041,0.3282136060439491,10.0
5.2,23.70285304586667,0.7065043589261912,0.31127704131185396,-10.0
5.22,23.71904401095291,0.8095482543119626,0.2971469541333285,10.0
5.24,23.73244639287708,0.6701190962084755,0.28095598904709007,-10.0
5.26,23.74312711763507,0.5340362378994721,0.2675536071229203,-10.0
5.28,23.755951504998865,0.6412193681898848,0.2568728823649309,10.0
5.3,23.766068107065934,0.5058301033533276,0.24404849500113457,-10.0
5.32,23.77834191068339,0.6136901808728477,0.23393189293406635,10.0
5.34,23.787921143014028,0.4789616165318993,0.2216580893166089,-10.0
5.36,23.79967047376873,0.5874665377351337,0.21207885698597195,10.0
5.38,23.80873782058532,0.4533673408294905,0.20032952623126832,-10.0
5.4,23.819987551078313,0.5624865246495827,0.1912621794146787,10.0
5.42,23.828567288039473,0.4289868480579927,0.180012448921687,-10.0
5.44,23.834541111313566,0.29869116370460086,0.17143271196052723,-10.0
5.46,23.84277156282908,0.41152257577569046,0.16545888868643388,10.0
5.48,23.84840448350822,0.2816460339570739,0.1572284371709216,-10.0
5.5,23.856302214091063,0.3948865291421041,0.15159551649178127,10.0
5.52,23.861610399139916,0.2654092524426936,0.14369778590893745,-10.0
5.54,23.8691911877476,0.37903943038406895,0.13838960086008356,10.0
5.56,23.874190037428697,0.2499424840548513,0.13080881225240049,-10.0
5.58,23.88146891471745,0.3639438644375349,0.12580996257130295,10.0
5.6,23.886173098951268,0.23520921169103406,0.11853108528255163,-10.0
5.62,23.893164382763477,0.34956419061044924,0.11382690104873205,10.0
5.64,23.89758787576419,0.22117465003579848,0.10683561723652346,-10.0
5.66,23.90430520493289,0.33586645843493934,0.10241212423580848,10.0
5.68,23.90846131820154,0.2078056634325008,0.09569479506711076,-10.0
5.7,23.914917684751742,0.32281832751012074,0.09153868179846114,10.0
5.72,23.91881909850474,0.19507068764987784,0.0850823152482576,-10.0
5.74,23.925026878327667,0.31038899114628077,0.0811809014952587,10.0
5.76,23.92868567143484,0.18293965535877002,0.07497312167233261,-10.0
5.78,23.929856653507446,0.05854910363015954,0.07131432856515829,-10.0
5.8,23.933399532010306,0.17714392514303573,0.0701433464925536,10.0
5.82,23.934457381429098,0.052892470939602865,0.06660046798969432,-10.0
5.84,23.93788984246184,0.17162305163705238,0.06554261857090182,10.0
5.86,23.938839924429793,0.04750409839776312,0.06211015753816085,-10.0
5.88,23.94216720443052,0.16636400003621682,0.061160075570207084,10.0
5.9,23.943014629711225,0.04237126403534762,0.05783279556948173,-10.0
5.92,23.946241716785195,0.16135435369849926,0.05698537028877482,10.0
5.94,23.94699135376939,0.03748184920973527,0.05375828321480469,-10.0
5.96,23.950122999465965,0.15658228482870162,0.05300864623060875,10.0
5.98,23.95077948566582,0.032824309992812786,0.04987700053403543,-10.0
6.0,23.953820216196878,0.15203652655298527,0.04922051433418062,10.0
